entry_time,exit_time,direction,entry_price,exit_price,sl_price,lots,pnl,highest_rr,closed_rr,exit_reason
2026-01-02 15:30:00,2026-01-02 17:00:00,SHORT,4374.58,4356.69,4386.82,0.16,286.31,0.0,0.0,ATR Trail exit (profit)
2026-01-05 01:15:00,2026-01-05 01:30:00,LONG,4370.17,4356.03,4356.03,0.14,-198.0,0.0,0.0,SL hit (ATR trail at initial level)
2026-01-05 13:30:00,2026-01-05 15:15:00,SHORT,4417.2,4412.39,4428.94,0.17,81.75,0.0,0.0,ATR Trail exit (profit)
2026-01-05 16:00:00,2026-01-05 19:00:00,LONG,4416.83,4433.58,4403.33,0.15,251.19,0.0,0.0,ATR Trail exit (profit)
2026-01-06 02:45:00,2026-01-06 03:45:00,SHORT,4436.54,4446.87,4447.87,0.18,-185.99,0.0,0.0,ATR Trail exit (near breakeven)
2026-01-06 04:15:00,2026-01-06 07:45:00,LONG,4459.48,4459.89,4446.22,0.15,6.2,0.0,0.0,ATR Trail exit (profit)
2026-01-06 08:00:00,2026-01-06 08:30:00,SHORT,4452.93,4464.27,4464.27,0.18,-204.1,0.0,0.0,SL hit (ATR trail at initial level)
2026-01-06 09:15:00,2026-01-06 09:45:00,LONG,4468.57,4457.78,4457.78,0.19,-205.02,0.0,0.0,SL hit (ATR trail at initial level)
2026-01-06 12:00:00,2026-01-06 13:30:00,SHORT,4446.27,4457.92,4457.92,0.17,-198.11,0.0,0.0,SL hit (ATR trail at initial level)
2026-01-06 14:00:00,2026-01-06 15:30:00,LONG,4463.32,4455.67,4452.94,0.19,-145.34,0.0,0.0,ATR Trail exit (near breakeven)
2026-01-07 03:15:00,2026-01-07 04:30:00,SHORT,4471.1,4477.33,4481.92,0.18,-112.07,0.0,0.0,ATR Trail exit (near breakeven)
2026-01-07 10:00:00,2026-01-07 13:15:00,LONG,4460.97,4456.93,4449.23,0.17,-68.7,0.0,0.0,ATR Trail exit (near breakeven)
2026-01-07 13:45:00,2026-01-07 15:00:00,SHORT,4450.57,4446.19,4461.08,0.19,83.17,0.0,0.0,ATR Trail exit (profit)
2026-01-07 16:00:00,2026-01-07 16:30:00,LONG,4452.95,4439.16,4439.16,0.15,-206.82,0.0,0.0,SL hit (ATR trail at initial level)
2026-01-07 17:15:00,2026-01-07 17:15:00,SHORT,4426.7,4442.44,4442.44,0.13,-204.64,0.0,0.0,SL hit (ATR trail at initial level)
2026-01-07 18:30:00,2026-01-07 19:45:00,LONG,4457.88,4451.31,4441.57,0.12,-78.88,0.0,0.0,ATR Trail exit (near breakeven)
