entry_time,exit_time,direction,entry_price,exit_price,sl_price,lots,pnl,highest_rr,closed_rr,exit_reason
2024-01-03 11:15:00,2024-01-03 13:30:00,SHORT,4734.99,4729.21,4737.88,0.34,199.51,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-03 11:15:00,2024-01-03 14:15:00,SHORT,4734.99,4726.32,4734.99,0.17,149.63,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-03 11:15:00,2024-01-03 14:30:00,SHORT,4734.99,4723.42,4734.99,0.1,119.71,0.0,0.0,TP3 (1:4) — 15% partial
2024-01-03 11:15:00,2024-01-03 20:15:00,SHORT,4734.99,4721.93,4734.99,0.07,90.11,0.0,0.0,Opposite signal exit (10%)
2024-01-03 23:00:00,2024-01-04 09:00:00,SHORT,4704.91,4713.71,4713.71,0.23,-202.29,0.0,0.0,SL hit
2024-01-04 13:45:00,2024-01-04 14:30:00,SHORT,4707.48,4711.31,4711.31,0.52,-198.93,0.0,0.0,SL hit
2024-01-04 17:15:00,2024-01-04 19:00:00,LONG,4716.61,4709.76,4709.76,0.29,-198.58,0.0,0.0,SL hit
2024-01-04 21:30:00,2024-01-04 22:45:00,SHORT,4702.25,4688.96,4708.89,0.15,199.32,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-04 21:30:00,2024-01-05 09:45:00,SHORT,4702.25,4682.32,4702.25,0.07,149.49,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-04 21:30:00,2024-01-05 12:45:00,SHORT,4702.25,4675.67,4702.25,0.04,119.59,0.0,0.0,TP3 (1:4) — 15% partial
2024-01-04 21:30:00,2024-01-05 16:30:00,SHORT,4702.25,4690.03,4702.25,0.03,36.66,0.0,0.0,Opposite signal exit (10%)
2024-01-05 19:30:00,2024-01-05 20:30:00,SHORT,4690.47,4700.04,4700.04,0.21,-200.91,0.0,0.0,SL hit
2024-01-08 14:15:00,2024-01-08 16:30:00,LONG,4695.23,4705.16,4690.26,0.2,198.63,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-08 14:15:00,2024-01-08 16:45:00,LONG,4695.23,4710.13,4695.23,0.1,148.97,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-08 14:15:00,2024-01-08 17:00:00,LONG,4695.23,4715.09,4695.23,0.06,119.18,0.0,0.0,TP3 (1:4) — 15% partial
2024-01-08 14:15:00,2024-01-09 10:15:00,LONG,4695.23,4751.36,4695.23,0.04,224.52,0.0,0.0,Opposite signal exit (10%)
2024-01-09 18:30:00,2024-01-09 19:45:00,LONG,4749.38,4760.32,4743.91,0.18,202.33,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-09 18:30:00,2024-01-09 20:30:00,LONG,4749.38,4749.38,4749.38,0.18,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-01-10 14:00:00,2024-01-10 14:00:00,SHORT,4753.25,4756.57,4756.57,0.6,-199.24,0.0,0.0,SL hit
2024-01-10 16:45:00,2024-01-10 16:45:00,LONG,4768.05,4763.46,4763.46,0.44,-202.06,0.0,0.0,SL hit
2024-01-11 12:45:00,2024-01-11 13:00:00,SHORT,4788.16,4791.28,4791.28,0.64,-199.81,0.0,0.0,SL hit
2024-01-11 16:30:00,2024-01-11 16:45:00,LONG,4791.16,4783.59,4783.59,0.26,-196.77,0.0,0.0,SL hit
2024-01-11 17:15:00,2024-01-11 17:15:00,SHORT,4753.86,4764.37,4764.37,0.19,-199.68,0.0,0.0,SL hit
2024-01-11 21:00:00,2024-01-12 13:45:00,LONG,4775.08,4764.48,4764.48,0.19,-201.41,0.0,0.0,SL hit
2024-01-12 16:00:00,2024-01-12 16:15:00,LONG,4780.61,4794.24,4773.8,0.14,197.63,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-12 16:00:00,2024-01-12 16:30:00,LONG,4780.61,4801.05,4780.61,0.07,148.22,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-12 16:00:00,2024-01-12 17:00:00,LONG,4780.61,4780.61,4780.61,0.07,0.0,0.0,0.0,SL (breakeven) — after TP2
2024-01-12 18:00:00,2024-01-12 18:15:00,SHORT,4773.97,4783.43,4783.43,0.21,-198.59,0.0,0.0,SL hit
2024-01-15 09:15:00,2024-01-15 09:15:00,LONG,4787.96,4785.51,4785.51,0.81,-198.85,0.0,0.0,SL hit
2024-01-15 10:45:00,2024-01-15 11:00:00,SHORT,4780.33,4774.06,4783.47,0.32,200.75,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-15 10:45:00,2024-01-15 11:15:00,SHORT,4780.33,4780.33,4780.33,0.32,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-01-16 14:00:00,2024-01-16 16:30:00,LONG,4763.46,4758.83,4758.83,0.43,-198.98,0.0,0.0,SL hit
2024-01-16 16:45:00,2024-01-16 17:00:00,SHORT,4756.58,4763.42,4763.42,0.29,-198.41,0.0,0.0,SL hit
2024-01-16 17:30:00,2024-01-16 18:00:00,LONG,4775.91,4767.66,4767.66,0.24,-198.04,0.0,0.0,SL hit
2024-01-16 20:00:00,2024-01-16 20:15:00,SHORT,4755.43,4764.77,4764.77,0.21,-196.16,0.0,0.0,SL hit
2024-01-17 14:30:00,2024-01-17 15:00:00,LONG,4751.01,4746.32,4746.32,0.43,-201.46,0.0,0.0,SL hit
2024-01-17 15:45:00,2024-01-17 16:30:00,SHORT,4737.19,4727.31,4742.13,0.2,197.63,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-17 15:45:00,2024-01-17 17:15:00,SHORT,4737.19,4737.19,4737.19,0.2,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-01-17 23:00:00,2024-01-18 13:00:00,LONG,4738.11,4751.78,4731.28,0.14,198.15,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-17 23:00:00,2024-01-18 14:00:00,LONG,4738.11,4758.61,4738.11,0.07,148.61,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-17 23:00:00,2024-01-18 15:30:00,LONG,4738.11,4765.44,4738.11,0.04,118.89,0.0,0.0,TP3 (1:4) — 15% partial
2024-01-17 23:00:00,2024-01-18 19:15:00,LONG,4738.11,4750.31,4738.11,0.03,35.38,0.0,0.0,Opposite signal exit (10%)
2024-01-18 21:15:00,2024-01-18 22:15:00,LONG,4762.55,4779.07,4754.29,0.12,198.27,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-18 21:15:00,2024-01-19 09:15:00,LONG,4762.55,4787.33,4762.55,0.06,148.71,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-18 21:15:00,2024-01-19 11:00:00,LONG,4762.55,4795.6,4762.55,0.04,118.96,0.0,0.0,TP3 (1:4) — 15% partial
2024-01-18 21:15:00,2024-01-19 16:15:00,LONG,4762.55,4795.99,4762.55,0.02,80.26,0.0,0.0,Opposite signal exit (10%)
2024-01-19 18:15:00,2024-01-19 20:00:00,LONG,4803.98,4819.4,4796.27,0.13,200.47,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-19 18:15:00,2024-01-19 20:30:00,LONG,4803.98,4827.11,4803.98,0.07,150.35,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-19 18:15:00,2024-01-19 21:00:00,LONG,4803.98,4834.82,4803.98,0.04,120.28,0.0,0.0,TP3 (1:4) — 15% partial
2024-01-19 18:15:00,2024-01-22 18:00:00,LONG,4803.98,4850.96,4803.98,0.03,122.15,0.0,0.0,Opposite signal exit (10%)
2024-01-23 15:15:00,2024-01-23 15:30:00,LONG,4854.14,4859.72,4851.35,0.36,200.84,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-23 15:15:00,2024-01-23 16:15:00,LONG,4854.14,4854.14,4854.14,0.36,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-01-23 17:45:00,2024-01-23 19:45:00,SHORT,4848.87,4853.48,4853.48,0.43,-198.41,0.0,0.0,SL hit
2024-01-23 22:00:00,2024-01-23 23:00:00,LONG,4858.53,4867.32,4854.13,0.23,197.85,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-23 22:00:00,2024-01-24 01:00:00,LONG,4858.53,4871.72,4858.53,0.11,148.39,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-23 22:00:00,2024-01-24 07:15:00,LONG,4858.53,4876.12,4858.53,0.07,118.71,0.0,0.0,TP3 (1:4) — 15% partial
2024-01-23 22:00:00,2024-01-24 17:00:00,LONG,4858.53,4885.93,4858.53,0.04,123.3,0.0,0.0,Opposite signal exit (10%)
2024-01-24 17:45:00,2024-01-24 17:45:00,LONG,4901.05,4896.15,4896.15,0.41,-200.82,0.0,0.0,SL hit
2024-01-24 20:45:00,2024-01-24 22:15:00,SHORT,4886.46,4872.74,4893.32,0.14,198.88,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-24 20:45:00,2024-01-24 22:45:00,SHORT,4886.46,4865.89,4886.46,0.07,149.16,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-24 20:45:00,2024-01-25 15:30:00,SHORT,4886.46,4886.46,4886.46,0.07,0.0,0.0,0.0,SL (breakeven) — after TP2
2024-01-25 15:45:00,2024-01-25 17:15:00,LONG,4886.36,4896.35,4881.36,0.2,199.88,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-25 15:45:00,2024-01-25 17:30:00,LONG,4886.36,4886.36,4886.36,0.2,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-01-25 20:30:00,2024-01-25 22:30:00,SHORT,4877.0,4884.94,4884.94,0.25,-198.42,0.0,0.0,SL hit
2024-01-25 23:00:00,2024-01-26 01:00:00,LONG,4895.76,4887.25,4887.25,0.24,-204.21,0.0,0.0,SL hit
2024-01-26 06:45:00,2024-01-26 07:15:00,SHORT,4874.41,4878.19,4878.19,0.53,-200.46,0.0,0.0,SL hit
2024-01-26 11:45:00,2024-01-26 14:00:00,LONG,4882.05,4890.32,4877.91,0.24,198.5,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-26 11:45:00,2024-01-26 15:30:00,LONG,4882.05,4894.46,4882.05,0.12,148.87,0.0,0.0,TP2 (1:3) — 25% partial
2024-01-26 11:45:00,2024-01-26 15:45:00,LONG,4882.05,4898.59,4882.05,0.07,119.1,0.0,0.0,TP3 (1:4) — 15% partial
2024-01-26 11:45:00,2024-01-26 19:45:00,LONG,4882.05,4888.32,4882.05,0.05,30.1,0.0,0.0,Opposite signal exit (10%)
2024-01-29 10:45:00,2024-01-29 11:15:00,LONG,4893.11,4890.66,4890.66,0.81,-198.85,0.0,0.0,SL hit
2024-01-29 12:00:00,2024-01-29 12:00:00,SHORT,4886.36,4889.14,4889.14,0.72,-199.93,0.0,0.0,SL hit
2024-01-29 14:30:00,2024-01-29 14:30:00,LONG,4894.36,4891.69,4891.69,0.75,-199.89,0.0,0.0,SL hit
2024-01-30 13:15:00,2024-01-30 15:00:00,SHORT,4921.48,4916.66,4923.89,0.41,199.88,0.0,0.0,TP1 (1:2) — 50% partial
2024-01-30 13:15:00,2024-01-30 16:30:00,SHORT,4921.48,4921.48,4921.48,0.41,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-01-30 16:45:00,2024-01-30 17:00:00,LONG,4924.61,4921.29,4921.29,0.6,-199.32,0.0,0.0,SL hit
2024-01-30 19:45:00,2024-01-30 20:15:00,SHORT,4919.04,4923.85,4923.85,0.42,-202.08,0.0,0.0,SL hit
2024-01-31 10:15:00,2024-01-31 11:00:00,LONG,4909.78,4907.42,4907.42,0.85,-200.27,0.0,0.0,SL hit
2024-01-31 11:30:00,2024-01-31 11:45:00,SHORT,4899.76,4902.81,4902.81,0.66,-201.31,0.0,0.0,SL hit
2024-01-31 21:45:00,2024-01-31 21:45:00,LONG,4899.1,4889.34,4889.34,0.2,-195.24,0.0,0.0,SL hit
2024-01-31 22:15:00,2024-02-01 17:15:00,SHORT,4862.11,4875.12,4875.12,0.15,-195.11,0.0,0.0,SL hit
2024-02-01 17:30:00,2024-02-01 17:45:00,LONG,4876.11,4868.51,4868.51,0.26,-197.57,0.0,0.0,SL hit
2024-02-01 18:00:00,2024-02-01 18:30:00,SHORT,4855.01,4863.53,4863.53,0.23,-195.92,0.0,0.0,SL hit
2024-02-01 19:15:00,2024-02-01 22:00:00,LONG,4882.54,4901.22,4873.2,0.1,196.1,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-01 19:15:00,2024-02-01 23:00:00,LONG,4882.54,4910.55,4882.54,0.05,147.07,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-01 19:15:00,2024-02-01 23:00:00,LONG,4882.54,4919.89,4882.54,0.03,117.66,0.0,0.0,TP3 (1:4) — 15% partial
2024-02-01 19:15:00,2024-02-02 15:45:00,LONG,4882.54,4923.94,4882.54,0.02,86.94,0.0,0.0,Opposite signal exit (10%)
2024-02-02 17:45:00,2024-02-02 18:45:00,LONG,4936.58,4952.34,4928.7,0.12,197.03,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-02 17:45:00,2024-02-02 19:30:00,LONG,4936.58,4960.22,4936.58,0.06,147.77,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-02 17:45:00,2024-02-02 21:15:00,LONG,4936.58,4968.1,4936.58,0.04,118.22,0.0,0.0,TP3 (1:4) — 15% partial
2024-02-02 17:45:00,2024-02-05 02:45:00,LONG,4936.58,4945.36,4936.58,0.03,21.95,0.0,0.0,Opposite signal exit (10%)
2024-02-05 19:45:00,2024-02-05 20:15:00,LONG,4947.07,4939.89,4939.89,0.28,-201.0,0.0,0.0,SL hit
2024-02-06 12:00:00,2024-02-06 13:30:00,SHORT,4942.14,4936.43,4944.99,0.35,199.79,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-06 12:00:00,2024-02-06 15:00:00,SHORT,4942.14,4942.14,4942.14,0.35,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-02-06 15:15:00,2024-02-06 16:30:00,LONG,4944.62,4952.02,4940.92,0.27,199.88,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-06 15:15:00,2024-02-06 16:45:00,LONG,4944.62,4944.62,4944.62,0.27,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-02-06 17:15:00,2024-02-06 17:15:00,SHORT,4936.91,4941.69,4941.69,0.42,-200.67,0.0,0.0,SL hit
2024-02-06 23:00:00,2024-02-07 15:30:00,LONG,4954.01,4968.91,4946.56,0.14,201.13,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-06 23:00:00,2024-02-07 16:15:00,LONG,4954.01,4976.36,4954.01,0.07,150.84,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-06 23:00:00,2024-02-07 17:00:00,LONG,4954.01,4983.81,4954.01,0.04,120.68,0.0,0.0,TP3 (1:4) — 15% partial
2024-02-06 23:00:00,2024-02-08 12:45:00,LONG,4954.01,4991.5,4954.01,0.03,101.22,0.0,0.0,Opposite signal exit (10%)
2024-02-08 16:30:00,2024-02-08 16:30:00,LONG,4993.55,4990.12,4990.12,0.58,-198.85,0.0,0.0,SL hit
2024-02-09 16:30:00,2024-02-09 16:45:00,SHORT,5001.69,5006.24,5006.24,0.44,-200.03,0.0,0.0,SL hit
2024-02-09 18:00:00,2024-02-09 18:30:00,LONG,5013.42,5008.15,5008.15,0.38,-200.2,0.0,0.0,SL hit
2024-02-12 21:30:00,2024-02-13 01:00:00,SHORT,5024.01,5013.52,5029.26,0.19,199.37,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-12 21:30:00,2024-02-13 10:45:00,SHORT,5024.01,5008.27,5024.01,0.1,149.53,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-12 21:30:00,2024-02-13 12:45:00,SHORT,5024.01,5003.02,5024.01,0.06,119.62,0.0,0.0,TP3 (1:4) — 15% partial
2024-02-12 21:30:00,2024-02-13 18:45:00,SHORT,5024.01,4969.54,5024.01,0.04,206.99,0.0,0.0,Opposite signal exit (10%)
2024-02-13 21:15:00,2024-02-13 22:45:00,SHORT,4933.14,4942.26,4942.26,0.22,-200.64,0.0,0.0,SL hit
2024-02-14 09:00:00,2024-02-14 14:00:00,LONG,4957.3,4978.55,4946.68,0.1,201.86,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-14 09:00:00,2024-02-14 17:15:00,LONG,4957.3,4989.17,4957.3,0.05,151.39,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-14 09:00:00,2024-02-14 19:00:00,LONG,4957.3,4957.3,4957.3,0.05,0.0,0.0,0.0,SL (breakeven) — after TP2
2024-02-14 22:30:00,2024-02-15 09:15:00,LONG,4992.14,5011.03,4982.7,0.1,198.33,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-14 22:30:00,2024-02-15 20:00:00,LONG,4992.14,5020.47,4992.14,0.05,148.74,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-14 22:30:00,2024-02-15 21:45:00,LONG,4992.14,5029.92,4992.14,0.03,119.0,0.0,0.0,TP3 (1:4) — 15% partial
2024-02-14 22:30:00,2024-02-16 15:30:00,LONG,4992.14,5035.76,4992.14,0.02,91.6,0.0,0.0,Opposite signal exit (10%)
2024-02-16 18:30:00,2024-02-16 20:00:00,LONG,5029.29,5021.23,5021.23,0.25,-201.57,0.0,0.0,SL hit
2024-02-16 22:00:00,2024-02-16 23:00:00,SHORT,5015.73,4998.87,5024.16,0.12,202.27,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-16 22:00:00,2024-02-20 03:45:00,SHORT,5015.73,4990.45,5015.73,0.06,151.7,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-16 22:00:00,2024-02-20 13:00:00,SHORT,5015.73,4982.02,5015.73,0.04,121.36,0.0,0.0,TP3 (1:4) — 15% partial
2024-02-16 22:00:00,2024-02-21 18:15:00,SHORT,5015.73,4971.62,5015.73,0.02,105.86,0.0,0.0,Opposite signal exit (10%)
2024-02-21 21:30:00,2024-02-21 22:30:00,SHORT,4955.9,4964.0,4964.0,0.25,-202.5,0.0,0.0,SL hit
2024-02-21 22:45:00,2024-02-21 23:30:00,LONG,4970.29,4989.73,4960.57,0.1,204.17,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-21 22:45:00,2024-02-21 23:30:00,LONG,4970.29,4999.46,4970.29,0.05,153.12,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-21 22:45:00,2024-02-22 02:00:00,LONG,4970.29,5009.18,4970.29,0.03,122.5,0.0,0.0,TP3 (1:4) — 15% partial
2024-02-21 22:45:00,2024-02-23 10:45:00,LONG,4970.29,5083.87,4970.29,0.02,238.52,0.0,0.0,Opposite signal exit (10%)
2024-02-23 14:30:00,2024-02-23 15:30:00,LONG,5088.86,5094.99,5085.8,0.33,199.17,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-23 14:30:00,2024-02-23 16:00:00,LONG,5088.86,5098.05,5088.86,0.16,149.38,0.0,0.0,TP2 (1:3) — 25% partial
2024-02-23 14:30:00,2024-02-23 16:15:00,LONG,5088.86,5101.12,5088.86,0.1,119.5,0.0,0.0,TP3 (1:4) — 15% partial
2024-02-23 14:30:00,2024-02-23 17:45:00,LONG,5088.86,5097.96,5088.86,0.07,59.15,0.0,0.0,Opposite signal exit (10%)
2024-02-26 12:30:00,2024-02-26 14:30:00,LONG,5087.83,5084.94,5084.94,0.69,-199.58,0.0,0.0,SL hit
2024-02-26 18:00:00,2024-02-26 20:15:00,SHORT,5084.77,5075.35,5089.48,0.21,197.89,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-26 18:00:00,2024-02-26 20:15:00,SHORT,5084.77,5084.77,5084.77,0.21,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-02-27 09:30:00,2024-02-27 10:30:00,LONG,5069.86,5067.1,5067.1,0.72,-199.05,0.0,0.0,SL hit
2024-02-27 15:30:00,2024-02-27 15:30:00,SHORT,5070.84,5073.98,5073.98,0.64,-201.08,0.0,0.0,SL hit
2024-02-27 22:00:00,2024-02-28 10:15:00,LONG,5075.64,5070.06,5070.06,0.36,-201.01,0.0,0.0,SL hit
2024-02-28 17:45:00,2024-02-28 19:30:00,LONG,5069.36,5065.51,5065.51,0.52,-200.43,0.0,0.0,SL hit
2024-02-28 23:30:00,2024-02-29 02:30:00,SHORT,5058.81,5065.83,5065.83,0.28,-196.67,0.0,0.0,SL hit
2024-02-29 06:15:00,2024-02-29 08:30:00,LONG,5074.21,5070.99,5070.99,0.62,-199.45,0.0,0.0,SL hit
2024-02-29 10:00:00,2024-02-29 10:00:00,SHORT,5065.46,5059.69,5068.35,0.34,199.22,0.0,0.0,TP1 (1:2) — 50% partial
2024-02-29 10:00:00,2024-02-29 10:00:00,SHORT,5065.46,5065.46,5065.46,0.34,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-02-29 15:45:00,2024-02-29 17:00:00,LONG,5087.51,5080.76,5080.76,0.3,-202.56,0.0,0.0,SL hit
2024-02-29 18:45:00,2024-02-29 19:00:00,SHORT,5067.78,5075.45,5075.45,0.26,-199.34,0.0,0.0,SL hit
2024-02-29 22:45:00,2024-02-29 23:00:00,LONG,5092.23,5085.06,5085.06,0.28,-200.64,0.0,0.0,SL hit
2024-03-01 12:15:00,2024-03-01 12:15:00,SHORT,5091.77,5086.36,5094.47,0.37,200.05,0.0,0.0,TP1 (1:2) — 50% partial
2024-03-01 12:15:00,2024-03-01 12:15:00,SHORT,5091.77,5091.77,5091.77,0.37,0.0,0.0,0.0,SL (breakeven) — after TP1
2024-03-01 15:15:00,2024-03-01 15:30:00,LONG,5095.74,5091.61,5091.61,0.48,-198.37,0.0,0.0,SL hit
2024-03-04 13:15:00,2024-03-04 13:45:00,SHORT,5128.11,5130.46,5130.46,0.85,-200.05,0.0,0.0,SL hit
