entry_time,exit_time,direction,entry_price,exit_price,sl_price,lots,pnl,highest_rr,closed_rr,exit_reason
2024-01-03 11:00:00,2024-01-04 08:45:00,SHORT,16498.45,16385.63,16528.87,6.57,741.23,4.84,3.71,Opposite signal — full exit
2024-01-04 09:00:00,2024-01-04 10:45:00,LONG,16402.48,16399.48,16379.12,8.56,-25.68,0.76,-0.13,Opposite signal — full exit
2024-01-04 21:30:00,2024-01-05 16:00:00,SHORT,16316.43,16241.69,16383.5,2.98,222.73,2.08,1.11,Opposite signal — full exit
2024-01-05 16:15:00,2024-01-05 19:00:00,LONG,16261.41,16358.46,16206.45,3.64,353.26,2.86,1.77,Opposite signal — full exit
2024-01-08 13:45:00,2024-01-09 10:00:00,LONG,16305.31,16611.31,16258.39,4.26,1303.56,7.44,6.52,Opposite signal — full exit
2024-01-09 10:15:00,2024-01-09 17:00:00,SHORT,16597.35,16548.81,16617.39,9.98,484.43,4.66,2.42,Opposite signal — full exit
2024-01-10 14:00:00,2024-01-10 17:15:00,SHORT,16693.43,16695.43,16729.68,5.52,-11.04,1.19,-0.06,Opposite signal — full exit
2024-01-10 17:30:00,2024-01-11 11:30:00,LONG,16707.34,16869.93,16651.99,3.61,586.95,3.53,2.94,Opposite signal — full exit
2024-01-11 17:15:00,2024-01-11 20:45:00,SHORT,16696.43,16754.89,16799.73,1.94,-113.41,0.81,-0.57,Opposite signal — full exit
2024-01-11 21:00:00,2024-01-12 09:30:00,LONG,16790.78,16795.28,16686.12,1.91,8.59,0.46,0.04,Opposite signal — full exit
2024-01-12 09:45:00,2024-01-12 10:15:00,SHORT,16781.44,16813.35,16813.35,6.27,-200.08,0.27,-1.0,SL hit
2024-01-12 10:30:00,2024-01-12 12:00:00,LONG,16818.76,16782.43,16782.43,5.51,-200.16,0.46,-1.0,SL hit
2024-01-12 13:00:00,2024-01-12 15:30:00,SHORT,16782.53,16828.09,16828.09,4.39,-200.02,1.25,-1.0,SL hit
2024-01-12 16:00:00,2024-01-12 17:45:00,LONG,16820.97,16828.7,16762.37,3.41,26.36,1.34,0.13,Opposite signal — full exit
2024-01-16 14:00:00,2024-01-16 19:30:00,LONG,16741.18,16781.21,16697.24,4.55,182.14,3.54,0.91,Opposite signal — full exit
2024-01-16 19:45:00,2024-01-17 11:45:00,SHORT,16777.21,16729.36,16875.11,2.04,97.61,0.97,0.49,Opposite signal — full exit
2024-01-17 15:45:00,2024-01-17 18:00:00,SHORT,16692.03,16639.86,16741.55,4.04,210.77,2.7,1.05,Opposite signal — full exit
2024-01-18 20:15:00,2024-01-18 21:15:00,SHORT,16839.64,16928.59,16928.59,2.25,-200.14,0.27,-1.0,SL hit
2024-01-18 21:30:00,2024-01-19 16:15:00,LONG,16962.77,17079.32,16872.18,2.21,257.58,1.8,1.29,Opposite signal — full exit
2024-01-19 16:30:00,2024-01-19 17:45:00,SHORT,17060.03,17106.61,17106.61,4.29,-199.81,0.49,-1.0,SL hit
2024-01-19 18:15:00,2024-01-22 15:30:00,LONG,17125.81,17427.06,17055.62,2.85,858.56,4.61,4.29,Opposite signal — full exit
2024-01-22 15:45:00,2024-01-22 16:30:00,SHORT,17392.31,17433.85,17433.85,4.81,-199.82,0.77,-1.0,SL hit
2024-01-23 14:15:00,2024-01-23 16:30:00,LONG,17350.72,17316.6,17316.6,5.86,-199.93,1.42,-1.0,SL hit
2024-01-23 23:00:00,2024-01-24 21:00:00,LONG,17401.91,17587.95,17346.49,3.61,671.6,4.77,3.36,Opposite signal — full exit
2024-01-24 21:15:00,2024-01-25 14:30:00,SHORT,17552.7,17530.43,17634.6,2.44,54.34,1.3,0.27,Opposite signal — full exit
2024-01-25 14:45:00,2024-01-25 15:30:00,LONG,17541.93,17503.6,17503.6,5.22,-200.08,1.14,-1.0,SL hit
2024-01-25 20:00:00,2024-01-26 11:45:00,SHORT,17532.6,17397.68,17615.83,2.4,323.81,2.19,1.62,Opposite signal — full exit
2024-01-26 12:00:00,2024-01-26 19:45:00,LONG,17420.15,17435.06,17375.0,4.43,66.05,2.14,0.33,Opposite signal — full exit
2024-01-26 20:00:00,2024-01-29 09:45:00,SHORT,17414.02,17440.56,17498.25,2.37,-62.9,0.78,-0.32,Opposite signal — full exit
2024-01-29 10:00:00,2024-01-29 15:30:00,LONG,17445.43,17438.56,17416.75,6.97,-47.88,1.15,-0.24,Opposite signal — full exit
2024-01-29 15:45:00,2024-01-29 16:30:00,SHORT,17426.68,17462.2,17462.2,5.63,-199.98,0.24,-1.0,SL hit
2024-01-29 19:15:00,2024-01-30 09:00:00,LONG,17471.3,17593.93,17418.73,3.8,465.99,2.86,2.33,Opposite signal — full exit
2024-01-30 09:15:00,2024-01-30 10:30:00,SHORT,17572.18,17600.02,17600.02,7.18,-199.89,0.62,-1.0,SL hit
2024-01-30 15:15:00,2024-01-31 14:45:00,SHORT,17553.56,17289.31,17587.51,5.89,1556.43,9.63,7.78,Opposite signal — full exit
2024-01-31 15:00:00,2024-01-31 16:15:00,LONG,17321.18,17272.78,17272.78,4.13,-199.91,0.53,-1.0,SL hit
2024-01-31 16:45:00,2024-01-31 21:30:00,SHORT,17250.43,17314.63,17314.63,3.12,-200.3,1.1,-1.0,SL hit
2024-01-31 21:45:00,2024-01-31 22:00:00,LONG,17351.61,17249.36,17249.36,1.96,-200.4,0.24,-1.0,SL hit
2024-02-01 10:15:00,2024-02-01 16:15:00,LONG,17225.55,17239.3,17180.84,4.47,61.46,0.91,0.31,Opposite signal — full exit
2024-02-01 16:30:00,2024-02-01 17:15:00,SHORT,17210.55,17265.63,17265.63,3.63,-199.92,0.64,-1.0,SL hit
2024-02-01 19:15:00,2024-02-02 15:30:00,LONG,17283.23,17515.67,17191.66,2.18,506.72,2.9,2.54,Opposite signal — full exit
2024-02-02 15:45:00,2024-02-02 16:30:00,SHORT,17468.06,17414.2,17521.58,3.74,201.44,1.8,1.01,Opposite signal — full exit
2024-02-05 17:15:00,2024-02-05 18:45:00,SHORT,17569.68,17537.43,17626.55,3.52,113.52,1.84,0.57,Opposite signal — full exit
2024-02-06 12:00:00,2024-02-06 15:00:00,SHORT,17639.87,17615.1,17671.71,6.28,155.56,1.85,0.78,Opposite signal — full exit
2024-02-06 17:00:00,2024-02-07 03:00:00,SHORT,17567.96,17570.71,17626.88,3.39,-9.32,1.62,-0.05,Opposite signal — full exit
2024-02-07 08:30:00,2024-02-07 11:15:00,SHORT,17553.22,17583.76,17583.76,6.55,-200.02,0.34,-1.0,SL hit
2024-02-07 11:45:00,2024-02-08 10:15:00,LONG,17588.1,17760.81,17558.91,6.85,1183.06,6.76,5.92,Opposite signal — full exit
2024-02-08 10:30:00,2024-02-08 16:45:00,SHORT,17747.93,17736.31,17770.91,8.7,101.09,1.64,0.51,Opposite signal — full exit
2024-02-08 17:00:00,2024-02-09 11:00:00,LONG,17769.18,17837.65,17725.68,4.6,314.96,1.72,1.57,Opposite signal — full exit
2024-02-09 14:15:00,2024-02-09 16:30:00,LONG,17843.26,17814.86,17814.86,7.04,-199.92,1.61,-1.0,SL hit
2024-02-12 16:15:00,2024-02-12 16:30:00,SHORT,17942.06,17966.34,17966.34,8.24,-200.06,0.65,-1.0,SL hit
2024-02-12 17:45:00,2024-02-12 20:30:00,LONG,17981.13,17941.89,17941.89,5.1,-200.13,1.52,-1.0,SL hit
2024-02-12 20:45:00,2024-02-13 08:15:00,SHORT,17926.63,17876.31,17990.74,3.12,157.0,1.36,0.78,Opposite signal — full exit
2024-02-13 10:45:00,2024-02-13 17:15:00,SHORT,17834.89,17577.94,17864.86,6.67,1713.86,10.7,8.57,Opposite signal — full exit
2024-02-13 21:15:00,2024-02-13 23:30:00,SHORT,17525.77,17627.0,17627.0,1.98,-200.44,0.5,-1.0,SL hit
2024-02-13 23:45:00,2024-02-14 17:45:00,LONG,17626.23,17717.66,17529.37,2.06,188.35,1.52,0.94,Opposite signal — full exit
2024-02-14 22:30:00,2024-02-15 16:30:00,LONG,17763.52,17822.81,17676.67,2.3,136.37,1.21,0.68,Opposite signal — full exit
2024-02-15 16:45:00,2024-02-15 20:00:00,SHORT,17780.18,17831.16,17831.16,3.92,-199.86,1.22,-1.0,SL hit
2024-02-15 20:15:00,2024-02-16 15:30:00,LONG,17821.64,17924.03,17742.3,2.52,258.02,1.74,1.29,Opposite signal — full exit
2024-02-16 15:45:00,2024-02-16 18:00:00,SHORT,17857.48,17743.19,17900.18,4.68,534.88,4.78,2.68,Opposite signal — full exit
2024-02-16 22:00:00,2024-02-19 16:30:00,SHORT,17729.63,17726.43,17822.43,2.16,6.91,0.79,0.03,Opposite signal — full exit
2024-02-19 16:45:00,2024-02-20 01:00:00,LONG,17734.56,17704.47,17704.47,6.65,-200.08,0.18,-1.0,SL hit
2024-02-20 01:30:00,2024-02-20 09:00:00,SHORT,17694.68,17646.06,17724.79,6.64,322.84,2.98,1.61,Opposite signal — full exit
