entry_time,exit_time,direction,entry_price,exit_price,sl_price,lots,pnl,highest_rr,closed_rr,exit_reason
2026-01-02 16:00:00,2026-01-02 17:00:00,SHORT,4366.15,4339.29,4379.58,0.04,100.72,0.0,0.0,TP1 (1:2) — 50% partial
2026-01-02 16:00:00,2026-01-02 18:00:00,SHORT,4366.15,4325.86,4366.15,0.01,60.43,0.0,0.0,TP2 (1:3) — 25% partial
2026-01-02 16:00:00,2026-01-02 20:15:00,SHORT,4366.15,4312.44,4366.15,0.03,161.14,0.0,0.0,TP3 (1:4) — 15% partial
2026-01-02 16:00:00,2026-01-05 01:00:00,SHORT,4366.15,4366.15,4366.15,0.07,0.0,0.0,0.0,SL (breakeven) — Tranche D
2026-01-05 01:15:00,2026-01-05 01:30:00,LONG,4370.17,4356.03,4356.03,0.14,-198.0,0.0,0.0,SL hit (before TP1)
2026-01-05 15:30:00,2026-01-05 15:30:00,SHORT,4399.64,4412.46,4412.46,0.16,-205.14,0.0,0.0,SL hit (before TP1)
2026-01-05 17:15:00,2026-01-05 19:00:00,LONG,4449.25,4433.6,4433.6,0.13,-203.5,0.0,0.0,SL hit (before TP1)
2026-01-07 03:45:00,2026-01-07 05:15:00,SHORT,4468.62,4480.16,4480.16,0.17,-196.15,0.0,0.0,SL hit (before TP1)
2026-01-08 17:15:00,2026-01-08 23:00:00,LONG,4447.98,4478.83,4432.55,0.03,100.27,0.0,0.0,TP1 (1:2) — 50% partial
2026-01-08 17:15:00,2026-01-09 16:00:00,LONG,4447.98,4494.26,4447.98,0.01,60.16,0.0,0.0,TP2 (1:3) — 25% partial
2026-01-08 17:15:00,2026-01-09 17:15:00,LONG,4447.98,4509.68,4447.98,0.03,160.43,0.0,0.0,TP3 (1:4) — 15% partial
2026-01-08 17:15:00,2026-01-13 23:15:00,LONG,4447.98,4583.58,4447.98,0.06,793.26,0.0,0.0,Opposite signal exit (10%)
2026-01-14 07:15:00,2026-01-14 07:45:00,LONG,4634.0,4624.0,4624.0,0.2,-199.95,0.0,0.0,SL hit (before TP1)
2026-01-14 19:45:00,2026-01-14 20:00:00,SHORT,4604.28,4618.67,4618.67,0.14,-201.45,0.0,0.0,SL hit (before TP1)
2026-01-19 01:15:00,2026-01-20 06:30:00,LONG,4654.29,4692.52,4635.18,0.03,95.56,0.0,0.0,TP1 (1:2) — 50% partial
2026-01-19 01:15:00,2026-01-20 07:45:00,LONG,4654.29,4711.63,4654.29,0.01,57.34,0.0,0.0,TP2 (1:3) — 25% partial
2026-01-19 01:15:00,2026-01-20 10:45:00,LONG,4654.29,4730.74,4654.29,0.02,152.9,0.0,0.0,TP3 (1:4) — 15% partial
2026-01-19 01:15:00,2026-01-21 19:15:00,LONG,4654.29,4818.43,4654.29,0.05,738.63,0.0,0.0,Opposite signal exit (10%)
2026-01-22 17:30:00,2026-01-22 19:15:00,LONG,4853.83,4885.32,4838.09,0.03,102.33,0.0,0.0,TP1 (1:2) — 50% partial
2026-01-22 17:30:00,2026-01-22 19:45:00,LONG,4853.83,4901.06,4853.83,0.01,61.4,0.0,0.0,TP2 (1:3) — 25% partial
2026-01-22 17:30:00,2026-01-22 20:45:00,LONG,4853.83,4916.8,4853.83,0.03,163.73,0.0,0.0,TP3 (1:4) — 15% partial
2026-01-22 17:30:00,2026-01-23 10:30:00,LONG,4853.83,4913.43,4853.83,0.06,348.66,0.0,0.0,Opposite signal exit (10%)
2026-01-23 18:15:00,2026-01-26 01:00:00,LONG,4971.06,5008.05,4952.57,0.03,101.71,0.0,0.0,TP1 (1:2) — 50% partial
2026-01-23 18:15:00,2026-01-26 01:00:00,LONG,4971.06,5026.54,4971.06,0.01,61.03,0.0,0.0,TP2 (1:3) — 25% partial
2026-01-23 18:15:00,2026-01-26 02:30:00,LONG,4971.06,5045.03,4971.06,0.02,162.74,0.0,0.0,TP3 (1:4) — 15% partial
2026-01-23 18:15:00,2026-01-26 21:30:00,LONG,4971.06,5027.54,4971.06,0.05,279.58,0.0,0.0,Opposite signal exit (10%)
