Trade ID,Entry Time,Exit Time,Direction,Entry Price,Exit Price,Lots,SL at Exit,Exit Reason,PnL ($),Equity ($)
2165,2025-01-30 05:45:00,2025-01-30 06:30:00,Long,2761.71,2760.85,0.73,2759.0,Opposite Signal,-62.78,16662.98
2166,2025-01-30 06:30:00,2025-01-30 08:00:00,Short,2760.85,2761.27,0.75,2763.49,Opposite Signal,-31.5,16631.48
2167,2025-01-30 08:00:00,2025-01-30 08:45:00,Long (Partial 50%),2761.27,2766.3,0.39,2761.27,Partial TP 1:2,196.2,16827.68
2167,2025-01-30 08:00:00,2025-01-30 11:00:00,Long,2761.27,2773.42,0.4,2773.42,Stop Loss,485.85,17313.53
2168,2025-01-30 18:15:00,2025-01-30 19:30:00,Short,2791.37,2794.51,0.32,2797.46,Opposite Signal,-100.48,17213.05
2169,2025-01-30 19:30:00,2025-01-30 21:15:00,Long,2794.51,2791.36,0.34,2788.73,Opposite Signal,-107.1,17105.95
2170,2025-01-30 21:15:00,2025-01-30 22:30:00,Short,2791.36,2796.4,0.39,2796.4,Stop Loss,-196.43,16909.52
2171,2025-01-30 22:30:00,2025-01-30 23:15:00,Long,2794.88,2790.37,0.44,2790.37,Stop Loss,-198.4,16711.11
2172,2025-01-30 23:15:00,2025-01-31 01:15:00,Short,2790.98,2794.79,0.37,2796.33,Opposite Signal,-140.97,16570.14
2173,2025-01-31 01:15:00,2025-01-31 06:15:00,Long,2794.79,2794.83,0.38,2789.58,Opposite Signal,1.52,16571.66
2174,2025-01-31 06:15:00,2025-01-31 09:00:00,Short,2794.83,2795.94,0.69,2797.71,Opposite Signal,-76.59,16495.07
2175,2025-01-31 09:00:00,2025-01-31 10:15:00,Long,2795.94,2793.67,0.62,2792.72,Opposite Signal,-140.74,16354.33
2176,2025-01-31 10:15:00,2025-01-31 13:00:00,Short,2793.67,2795.18,0.48,2797.84,Opposite Signal,-72.48,16281.85
2177,2025-01-31 13:00:00,2025-01-31 14:15:00,Long (Partial 50%),2795.18,2803.36,0.24,2795.18,Partial TP 1:2,196.37,16478.23
2177,2025-01-31 13:00:00,2025-01-31 15:00:00,Long,2795.18,2804.23,0.24,2804.23,Stop Loss,217.3,16695.53
2178,2025-01-31 17:15:00,2025-01-31 19:30:00,Short,2809.92,2815.68,0.34,2815.68,Stop Loss,-195.71,16499.82
2179,2025-01-31 19:30:00,2025-01-31 19:45:00,Long,2813.7,2808.62,0.27,2806.41,Opposite Signal,-137.16,16362.66
2180,2025-01-31 19:45:00,2025-01-31 23:00:00,Short,2808.62,2801.78,0.25,2816.42,Opposite Signal,171.0,16533.66
2181,2025-01-31 23:00:00,2025-02-03 01:00:00,Long,2801.78,2795.58,0.32,2795.58,Stop Loss,-198.27,16335.39
2182,2025-02-03 01:15:00,2025-02-03 06:00:00,Short,2791.28,2782.53,0.19,2801.43,Opposite Signal,166.25,16501.64
2183,2025-02-03 06:00:00,2025-02-03 10:15:00,Long (Partial 50%),2782.53,2798.26,0.12,2782.53,Partial TP 1:2,188.82,16690.46
2183,2025-02-03 06:00:00,2025-02-03 12:00:00,Long,2782.53,2794.99,0.13,2794.99,Stop Loss,161.98,16852.44
2184,2025-02-03 17:15:00,2025-02-03 20:45:00,Short,2821.39,2820.97,0.23,2830.06,Opposite Signal,9.66,16862.1
2185,2025-02-03 20:45:00,2025-02-03 22:15:00,Long,2820.97,2816.41,0.27,2813.58,Opposite Signal,-123.12,16738.98
2186,2025-02-03 22:15:00,2025-02-04 02:30:00,Short,2816.41,2815.76,0.36,2821.93,Opposite Signal,23.4,16762.38
2187,2025-02-04 02:30:00,2025-02-04 03:45:00,Long (Partial 50%),2815.76,2823.45,0.26,2815.76,Partial TP 1:2,199.92,16962.3
2187,2025-02-04 02:30:00,2025-02-04 04:15:00,Long,2815.76,2819.08,0.26,2819.08,Stop Loss,86.41,17048.71
2188,2025-02-04 04:15:00,2025-02-04 04:45:00,Short,2817.57,2821.02,0.47,2821.82,Opposite Signal,-162.15,16886.56
2189,2025-02-04 04:45:00,2025-02-04 05:30:00,Long,2821.02,2818.09,0.43,2816.47,Opposite Signal,-125.99,16760.57
2190,2025-02-04 05:30:00,2025-02-04 05:45:00,Short,2818.09,2821.27,0.42,2822.83,Opposite Signal,-133.56,16627.01
2191,2025-02-04 05:45:00,2025-02-04 07:00:00,Long,2821.27,2816.36,0.4,2816.36,Stop Loss,-196.37,16430.64
2192,2025-02-04 07:00:00,2025-02-04 09:30:00,Short,2816.53,2811.04,0.41,2821.34,Opposite Signal,225.09,16655.73
2193,2025-02-04 09:30:00,2025-02-04 10:30:00,Long,2811.04,2812.6,0.39,2805.95,Opposite Signal,60.84,16716.57
2194,2025-02-04 10:30:00,2025-02-04 11:15:00,Short,2812.6,2816.84,0.34,2818.46,Opposite Signal,-144.16,16572.41
2195,2025-02-04 11:15:00,2025-02-04 12:00:00,Long,2816.84,2816.42,0.35,2811.2,Opposite Signal,-14.7,16557.71
2196,2025-02-04 12:00:00,2025-02-04 14:15:00,Short,2816.42,2819.2,0.35,2822.01,Opposite Signal,-97.3,16460.41
2197,2025-02-04 14:15:00,2025-02-04 15:15:00,Long (Partial 50%),2819.2,2828.67,0.21,2819.2,Partial TP 1:2,198.87,16659.28
2197,2025-02-04 14:15:00,2025-02-04 15:45:00,Long,2819.2,2831.05,0.21,2831.05,Stop Loss,248.91,16908.2
2198,2025-02-04 17:30:00,2025-02-04 18:15:00,Short,2835.68,2841.4,0.25,2843.51,Opposite Signal,-143.0,16765.2
2199,2025-02-04 18:15:00,2025-02-05 01:00:00,Long,2841.4,2841.32,0.24,2833.39,Opposite Signal,-1.92,16763.28
2200,2025-02-05 01:00:00,2025-02-05 02:15:00,Short,2841.32,2842.91,0.61,2844.59,Opposite Signal,-96.99,16666.29
2201,2025-02-05 02:15:00,2025-02-05 03:00:00,Long (Partial 50%),2842.91,2848.65,0.34,2842.91,Partial TP 1:2,195.2,16861.49
2201,2025-02-05 02:15:00,2025-02-05 03:15:00,Long,2842.91,2842.91,0.34,2842.91,Stop Loss,0.0,16861.49
2202,2025-02-05 03:15:00,2025-02-05 03:45:00,Short,2843.42,2844.37,0.45,2847.81,Opposite Signal,-42.75,16818.74
2203,2025-02-05 03:45:00,2025-02-05 05:30:00,Long (Partial 50%),2844.37,2854.13,0.2,2844.37,Partial TP 1:2,195.23,17013.97
2203,2025-02-05 03:45:00,2025-02-05 07:00:00,Long,2844.37,2854.08,0.2,2854.08,Stop Loss,194.24,17208.21
2204,2025-02-05 07:00:00,2025-02-05 07:30:00,Short,2853.86,2858.49,0.43,2858.49,Stop Loss,-199.07,17009.14
2205,2025-02-05 07:30:00,2025-02-05 09:00:00,Long,2858.14,2856.75,0.42,2853.45,Opposite Signal,-58.38,16950.76
2206,2025-02-05 09:00:00,2025-02-05 09:45:00,Short,2856.75,2861.35,0.43,2861.35,Stop Loss,-197.82,16752.94
2207,2025-02-05 09:45:00,2025-02-05 11:00:00,Long,2864.05,2865.4,0.41,2859.27,Opposite Signal,55.35,16808.29
2208,2025-02-05 11:00:00,2025-02-05 11:15:00,Short,2865.4,2870.17,0.41,2870.17,Stop Loss,-195.49,16612.8
2209,2025-02-05 11:15:00,2025-02-05 12:45:00,Long,2869.37,2867.79,0.39,2864.3,Opposite Signal,-61.62,16551.18
2210,2025-02-05 12:45:00,2025-02-05 16:30:00,Short,2867.79,2866.52,0.36,2873.28,Opposite Signal,45.72,16596.9
2211,2025-02-05 16:30:00,2025-02-05 17:45:00,Long (Partial 50%),2866.52,2878.26,0.17,2866.52,Partial TP 1:2,199.53,16796.44
2211,2025-02-05 16:30:00,2025-02-05 18:00:00,Long,2866.52,2868.72,0.17,2866.52,Opposite Signal,37.4,16833.84
2212,2025-02-05 18:00:00,2025-02-05 18:45:00,Short,2868.72,2874.96,0.24,2876.81,Opposite Signal,-149.76,16684.08
2213,2025-02-05 18:45:00,2025-02-05 20:15:00,Long,2874.96,2866.8,0.24,2866.8,Stop Loss,-195.75,16488.33
2214,2025-02-05 20:30:00,2025-02-05 23:45:00,Short,2866.67,2867.23,0.29,2873.43,Opposite Signal,-16.24,16472.09
2215,2025-02-05 23:45:00,2025-02-06 03:00:00,Long,2867.23,2865.44,0.4,2862.25,Opposite Signal,-71.6,16400.49
2216,2025-02-06 03:00:00,2025-02-06 03:30:00,Short,2865.44,2869.1,0.41,2870.24,Opposite Signal,-150.06,16250.43
2217,2025-02-06 03:30:00,2025-02-06 05:15:00,Long,2869.1,2865.04,0.41,2864.23,Opposite Signal,-166.46,16083.97
2218,2025-02-06 05:15:00,2025-02-06 05:45:00,Short,2865.04,2869.29,0.4,2869.92,Opposite Signal,-170.0,15913.97
2219,2025-02-06 05:45:00,2025-02-06 08:45:00,Long,2869.29,2864.5,0.41,2864.5,Stop Loss,-196.38,15717.59
2220,2025-02-06 08:45:00,2025-02-06 10:15:00,Short (Partial 50%),2859.08,2849.2,0.2,2859.08,Partial TP 1:2,197.55,15915.14
2220,2025-02-06 08:45:00,2025-02-06 10:30:00,Short,2859.08,2856.06,0.2,2859.08,Opposite Signal,60.4,15975.54
2221,2025-02-06 10:30:00,2025-02-06 14:00:00,Long (Partial 50%),2856.06,2868.27,0.16,2856.06,Partial TP 1:2,195.42,16170.96
2221,2025-02-06 10:30:00,2025-02-06 15:00:00,Long,2856.06,2863.31,0.16,2863.31,Stop Loss,115.99,16286.95
2222,2025-02-06 15:00:00,2025-02-06 16:45:00,Short (Partial 50%),2861.64,2850.23,0.17,2861.64,Partial TP 1:2,193.94,16480.88
2222,2025-02-06 15:00:00,2025-02-06 17:30:00,Short,2861.64,2849.27,0.17,2849.27,Stop Loss,210.29,16691.18
2223,2025-02-06 17:30:00,2025-02-07 03:30:00,Long (Partial 50%),2848.77,2865.77,0.11,2848.77,Partial TP 1:2,187.01,16878.19
2223,2025-02-06 17:30:00,2025-02-07 05:45:00,Long,2848.77,2866.37,0.12,2866.37,Stop Loss,211.25,17089.44
2224,2025-02-07 07:15:00,2025-02-07 09:00:00,Short,2865.17,2864.32,0.62,2868.36,Opposite Signal,52.7,17142.14
2225,2025-02-07 09:00:00,2025-02-07 12:15:00,Long,2864.32,2866.24,0.47,2860.14,Opposite Signal,90.24,17232.38
2226,2025-02-07 12:15:00,2025-02-07 15:30:00,Short,2866.24,2870.42,0.47,2870.42,Stop Loss,-196.67,17035.71
2227,2025-02-07 16:00:00,2025-02-07 17:00:00,Long (Partial 50%),2864.73,2879.43,0.13,2864.73,Partial TP 1:2,191.04,17226.75
2227,2025-02-07 16:00:00,2025-02-07 17:45:00,Long,2864.73,2879.25,0.14,2879.25,Stop Loss,203.27,17430.02
2228,2025-02-07 18:00:00,2025-02-10 01:15:00,Short,2871.32,2869.51,0.21,2880.52,Opposite Signal,38.01,17468.03
2229,2025-02-10 01:15:00,2025-02-10 08:00:00,Long (Partial 50%),2869.51,2881.6,0.16,2869.51,Partial TP 1:2,193.48,17661.51
2229,2025-02-10 01:15:00,2025-02-10 10:15:00,Long,2869.51,2892.2,0.17,2892.2,Stop Loss,385.81,18047.32
2230,2025-02-10 12:30:00,2025-02-10 13:30:00,Short,2901.32,2904.09,0.38,2906.58,Opposite Signal,-105.26,17942.06
2231,2025-02-10 13:30:00,2025-02-10 15:30:00,Long,2904.09,2900.16,0.37,2898.7,Opposite Signal,-145.41,17796.65
2232,2025-02-10 15:30:00,2025-02-10 16:15:00,Short,2900.16,2904.29,0.32,2906.28,Opposite Signal,-132.16,17664.49
2233,2025-02-10 16:15:00,2025-02-10 18:30:00,Long,2904.29,2903.38,0.3,2897.81,Opposite Signal,-27.3,17637.19
2234,2025-02-10 18:30:00,2025-02-10 20:00:00,Short,2903.38,2903.74,0.31,2909.82,Opposite Signal,-11.16,17626.03
2235,2025-02-10 20:00:00,2025-02-11 01:30:00,Long (Partial 50%),2903.74,2916.32,0.15,2903.74,Partial TP 1:2,188.71,17814.74
2235,2025-02-10 20:00:00,2025-02-11 01:45:00,Long,2903.74,2917.69,0.16,2914.07,Opposite Signal,223.2,18037.94
2236,2025-02-11 01:45:00,2025-02-11 02:45:00,Short,2917.69,2923.13,0.36,2923.13,Stop Loss,-195.72,17842.22
2237,2025-02-11 02:45:00,2025-02-11 03:45:00,Long (Partial 50%),2922.43,2932.79,0.19,2922.43,Partial TP 1:2,196.83,18039.05
2237,2025-02-11 02:45:00,2025-02-11 04:30:00,Long,2922.43,2934.68,0.19,2934.68,Stop Loss,232.69,18271.75
2238,2025-02-11 04:30:00,2025-02-11 05:30:00,Short,2916.88,2924.59,0.16,2929.11,Opposite Signal,-123.36,18148.39
2239,2025-02-11 05:30:00,2025-02-11 06:45:00,Long,2924.59,2916.18,0.16,2912.72,Opposite Signal,-134.56,18013.83
2240,2025-02-11 06:45:00,2025-02-11 07:30:00,Short,2916.18,2922.55,0.21,2925.34,Opposite Signal,-133.77,17880.06
2241,2025-02-11 07:30:00,2025-02-11 08:30:00,Long,2922.55,2917.61,0.24,2914.31,Opposite Signal,-118.56,17761.5
2242,2025-02-11 08:30:00,2025-02-11 14:00:00,Short (Partial 50%),2917.61,2900.85,0.11,2917.61,Partial TP 1:2,184.35,17945.85
2242,2025-02-11 08:30:00,2025-02-11 15:30:00,Short,2917.61,2890.33,0.12,2890.33,Stop Loss,327.36,18273.2
2243,2025-02-11 15:30:00,2025-02-11 16:45:00,Long,2895.16,2896.57,0.22,2886.26,Opposite Signal,31.02,18304.22
2244,2025-02-11 16:45:00,2025-02-11 17:30:00,Short,2896.57,2903.89,0.21,2905.68,Opposite Signal,-153.72,18150.5
2245,2025-02-11 17:30:00,2025-02-11 19:00:00,Long,2903.89,2900.91,0.2,2894.08,Opposite Signal,-59.6,18090.9
2246,2025-02-11 19:00:00,2025-02-12 01:15:00,Short,2900.91,2899.69,0.26,2908.34,Opposite Signal,31.72,18122.62
2247,2025-02-12 01:15:00,2025-02-12 02:00:00,Long,2899.69,2895.83,0.51,2895.83,Stop Loss,-196.94,17925.68
2248,2025-02-12 02:00:00,2025-02-12 02:45:00,Short (Partial 50%),2897.25,2889.47,0.25,2897.25,Partial TP 1:2,194.44,18120.12
2248,2025-02-12 02:00:00,2025-02-12 03:00:00,Short,2897.25,2897.25,0.26,2897.25,Stop Loss,0.0,18120.12
2249,2025-02-12 04:00:00,2025-02-12 05:00:00,Long,2894.8,2888.91,0.33,2888.91,Stop Loss,-194.44,17925.68
2250,2025-02-12 05:00:00,2025-02-12 08:00:00,Short,2887.99,2891.29,0.32,2894.14,Opposite Signal,-105.6,17820.08
2251,2025-02-12 08:00:00,2025-02-12 10:00:00,Long,2891.29,2889.98,0.38,2886.06,Opposite Signal,-49.78,17770.3
2252,2025-02-12 10:00:00,2025-02-12 14:45:00,Short,2889.98,2884.97,0.33,2895.91,Opposite Signal,165.33,17935.63
2253,2025-02-12 14:45:00,2025-02-12 15:00:00,Long,2884.97,2878.94,0.33,2878.94,Stop Loss,-198.9,17736.73
2254,2025-02-12 15:00:00,2025-02-12 15:30:00,Short (Partial 50%),2878.79,2865.23,0.14,2878.79,Partial TP 1:2,189.9,17926.63
2254,2025-02-12 15:00:00,2025-02-12 15:45:00,Short,2878.79,2878.79,0.14,2878.79,Stop Loss,0.0,17926.63
2255,2025-02-12 15:45:00,2025-02-12 18:45:00,Long (Partial 50%),2884.68,2904.19,0.1,2884.68,Partial TP 1:2,195.14,18121.77
2255,2025-02-12 15:45:00,2025-02-12 19:30:00,Long,2884.68,2902.78,0.1,2902.78,Stop Loss,181.03,18302.8
2256,2025-02-12 20:00:00,2025-02-12 22:15:00,Short,2902.23,2899.63,0.25,2909.98,Opposite Signal,65.0,18367.8
2257,2025-02-12 22:15:00,2025-02-13 03:15:00,Long,2899.63,2902.27,0.33,2893.7,Opposite Signal,87.12,18454.92
2258,2025-02-13 03:15:00,2025-02-13 03:45:00,Short,2902.27,2906.0,0.38,2907.46,Opposite Signal,-141.74,18313.18
2259,2025-02-13 03:45:00,2025-02-13 05:15:00,Long (Partial 50%),2906.0,2916.26,0.19,2906.0,Partial TP 1:2,194.97,18508.15
2259,2025-02-13 03:45:00,2025-02-13 07:45:00,Long,2906.0,2919.37,0.19,2919.37,Stop Loss,253.97,18762.13
2260,2025-02-13 07:45:00,2025-02-13 11:45:00,Short,2917.95,2915.25,0.44,2922.46,Opposite Signal,118.8,18880.93
2261,2025-02-13 11:45:00,2025-02-13 15:00:00,Long,2915.25,2915.34,0.35,2909.57,Opposite Signal,3.15,18884.08
2262,2025-02-13 15:00:00,2025-02-13 16:30:00,Short,2915.34,2914.42,0.39,2920.36,Opposite Signal,35.88,18919.96
2263,2025-02-13 16:30:00,2025-02-13 18:45:00,Long,2914.42,2913.71,0.26,2906.85,Opposite Signal,-18.46,18901.5
2264,2025-02-13 18:45:00,2025-02-13 19:45:00,Short,2913.71,2918.85,0.32,2919.83,Opposite Signal,-164.48,18737.02
2265,2025-02-13 19:45:00,2025-02-14 01:00:00,Long (Partial 50%),2918.85,2929.79,0.18,2918.85,Partial TP 1:2,196.97,18933.99
2265,2025-02-13 19:45:00,2025-02-14 02:00:00,Long,2918.85,2928.52,0.18,2928.52,Stop Loss,174.12,19108.1
2266,2025-02-14 02:00:00,2025-02-14 03:00:00,Short,2927.75,2931.65,0.51,2931.65,Stop Loss,-198.99,18909.11
2267,2025-02-14 03:00:00,2025-02-14 04:00:00,Long,2931.56,2927.67,0.51,2927.67,Stop Loss,-198.18,18710.92
2268,2025-02-14 04:00:00,2025-02-14 06:30:00,Short,2927.95,2927.12,0.47,2932.18,Opposite Signal,39.01,18749.93
2269,2025-02-14 06:30:00,2025-02-14 08:30:00,Long (Partial 50%),2927.12,2934.97,0.25,2927.12,Partial TP 1:2,196.37,18946.3
2269,2025-02-14 06:30:00,2025-02-14 09:00:00,Long,2927.12,2933.08,0.25,2931.34,Opposite Signal,149.0,19095.3
2270,2025-02-14 09:00:00,2025-02-14 10:00:00,Short,2933.08,2936.04,0.48,2937.21,Opposite Signal,-142.08,18953.22
2271,2025-02-14 10:00:00,2025-02-14 11:30:00,Long,2936.04,2934.42,0.42,2931.31,Opposite Signal,-68.04,18885.18
2272,2025-02-14 11:30:00,2025-02-14 12:15:00,Short,2934.42,2939.15,0.42,2939.15,Stop Loss,-198.85,18686.33
2273,2025-02-14 12:15:00,2025-02-14 12:45:00,Long,2938.93,2935.77,0.43,2934.32,Opposite Signal,-135.88,18550.45
2274,2025-02-14 12:45:00,2025-02-14 15:00:00,Short (Partial 50%),2935.77,2926.73,0.22,2935.77,Partial TP 1:2,198.82,18749.27
2274,2025-02-14 12:45:00,2025-02-14 15:30:00,Short,2935.77,2930.82,0.22,2930.82,Stop Loss,108.89,18858.15
2275,2025-02-14 16:15:00,2025-02-14 16:45:00,Long,2926.76,2918.97,0.25,2918.97,Stop Loss,-194.7,18663.45
2276,2025-02-14 16:45:00,2025-02-14 17:15:00,Short (Partial 50%),2921.01,2904.83,0.12,2921.01,Partial TP 1:2,194.2,18857.65
2276,2025-02-14 16:45:00,2025-02-14 22:45:00,Short,2921.01,2883.15,0.12,2883.15,Stop Loss,454.37,19312.02
2277,2025-02-14 22:45:00,2025-02-17 01:15:00,Long,2885.32,2883.04,0.29,2878.47,Opposite Signal,-66.12,19245.9
2278,2025-02-17 01:15:00,2025-02-17 02:00:00,Short,2883.04,2885.6,0.25,2891.02,Opposite Signal,-64.0,19181.9
2279,2025-02-17 02:00:00,2025-02-17 05:30:00,Long (Partial 50%),2885.6,2901.79,0.12,2885.6,Partial TP 1:2,194.22,19376.12
2279,2025-02-17 02:00:00,2025-02-17 06:30:00,Long,2885.6,2900.24,0.12,2900.24,Stop Loss,175.63,19551.75
2280,2025-02-17 06:45:00,2025-02-17 07:15:00,Short,2899.15,2904.45,0.37,2904.45,Stop Loss,-196.07,19355.68
2281,2025-02-17 07:15:00,2025-02-17 07:45:00,Long,2902.88,2897.48,0.37,2897.48,Stop Loss,-199.94,19155.75
2282,2025-02-17 07:45:00,2025-02-17 08:30:00,Short,2896.09,2896.17,0.33,2901.98,Opposite Signal,-2.64,19153.11
2283,2025-02-17 08:30:00,2025-02-17 10:30:00,Long,2896.17,2897.97,0.28,2889.27,Opposite Signal,50.4,19203.51
2284,2025-02-17 10:30:00,2025-02-17 11:00:00,Short,2897.97,2903.09,0.33,2903.91,Opposite Signal,-168.96,19034.55
2285,2025-02-17 11:00:00,2025-02-17 12:15:00,Long,2903.09,2898.12,0.34,2897.24,Opposite Signal,-168.98,18865.57
2286,2025-02-17 12:15:00,2025-02-17 12:45:00,Short,2898.12,2902.72,0.38,2903.32,Opposite Signal,-174.8,18690.77
2287,2025-02-17 12:45:00,2025-02-17 14:00:00,Long,2902.72,2897.0,0.34,2897.0,Stop Loss,-194.41,18496.35
2288,2025-02-17 14:00:00,2025-02-17 16:30:00,Short,2897.49,2899.8,0.37,2902.86,Opposite Signal,-85.47,18410.88
2289,2025-02-17 16:30:00,2025-02-17 17:15:00,Long,2899.8,2899.51,0.44,2895.33,Opposite Signal,-12.76,18398.12
2290,2025-02-17 17:15:00,2025-02-18 01:45:00,Short,2899.51,2899.2,0.4,2904.48,Opposite Signal,12.4,18410.52
2291,2025-02-18 01:45:00,2025-02-18 03:00:00,Long,2899.2,2896.61,0.77,2896.61,Stop Loss,-199.42,18211.11
2292,2025-02-18 03:00:00,2025-02-18 04:00:00,Short,2896.9,2898.16,0.69,2899.79,Opposite Signal,-86.94,18124.17
2293,2025-02-18 04:00:00,2025-02-18 05:00:00,Long (Partial 50%),2898.16,2905.54,0.27,2898.16,Partial TP 1:2,199.36,18323.53
2293,2025-02-18 04:00:00,2025-02-18 07:45:00,Long,2898.16,2910.45,0.27,2910.45,Stop Loss,331.73,18655.26
2294,2025-02-18 10:15:00,2025-02-18 12:45:00,Short,2910.51,2911.25,0.44,2914.96,Opposite Signal,-32.56,18622.7
2295,2025-02-18 12:45:00,2025-02-18 15:00:00,Long,2911.25,2914.46,0.47,2907.0,Opposite Signal,150.87,18773.57
2296,2025-02-18 15:00:00,2025-02-18 15:15:00,Short,2914.46,2917.64,0.45,2918.87,Opposite Signal,-143.1,18630.47
2297,2025-02-18 15:15:00,2025-02-18 16:45:00,Long (Partial 50%),2917.64,2926.89,0.21,2917.64,Partial TP 1:2,194.17,18824.64
2297,2025-02-18 15:15:00,2025-02-18 17:30:00,Long,2917.64,2925.34,0.22,2925.34,Stop Loss,169.38,18994.02
2298,2025-02-18 22:30:00,2025-02-19 03:00:00,Short,2933.97,2932.56,0.58,2937.39,Opposite Signal,81.78,19075.8
2299,2025-02-19 03:00:00,2025-02-19 03:45:00,Long (Partial 50%),2932.56,2939.41,0.28,2932.56,Partial TP 1:2,191.7,19267.5
2299,2025-02-19 03:00:00,2025-02-19 04:30:00,Long,2932.56,2933.93,0.29,2933.93,Stop Loss,39.81,19307.3
2300,2025-02-19 04:30:00,2025-02-19 07:30:00,Short,2932.02,2931.61,0.45,2936.46,Opposite Signal,18.45,19325.75
2301,2025-02-19 07:30:00,2025-02-19 08:45:00,Long,2931.61,2931.67,0.49,2927.6,Opposite Signal,2.94,19328.69
2302,2025-02-19 08:45:00,2025-02-19 09:15:00,Short,2931.67,2934.43,0.48,2935.75,Opposite Signal,-132.48,19196.21
2303,2025-02-19 09:15:00,2025-02-19 11:15:00,Long (Partial 50%),2934.43,2942.82,0.23,2934.43,Partial TP 1:2,193.07,19389.28
2303,2025-02-19 09:15:00,2025-02-19 13:30:00,Long,2934.43,2942.4,0.23,2942.4,Stop Loss,183.32,19572.6
2304,2025-02-19 13:30:00,2025-02-19 14:00:00,Short (Partial 50%),2941.18,2932.46,0.22,2941.18,Partial TP 1:2,191.89,19764.49
2304,2025-02-19 13:30:00,2025-02-19 15:00:00,Short,2941.18,2936.93,0.23,2936.93,Stop Loss,97.86,19862.36
2305,2025-02-19 15:00:00,2025-02-19 15:45:00,Long,2939.97,2933.96,0.33,2933.96,Stop Loss,-198.23,19664.13
2306,2025-02-19 15:45:00,2025-02-19 18:00:00,Short (Partial 50%),2936.28,2923.04,0.15,2936.28,Partial TP 1:2,198.54,19862.67
2306,2025-02-19 15:45:00,2025-02-19 20:30:00,Short,2936.28,2924.36,0.15,2924.36,Stop Loss,178.77,20041.44
2307,2025-02-19 20:30:00,2025-02-19 23:30:00,Long,2924.94,2932.98,0.28,2917.94,Opposite Signal,225.12,20266.56
2308,2025-02-19 23:30:00,2025-02-20 02:00:00,Short,2932.98,2937.76,0.41,2937.76,Stop Loss,-195.97,20070.59
2309,2025-02-20 02:00:00,2025-02-20 03:15:00,Long,2939.08,2936.54,0.47,2934.83,Opposite Signal,-119.38,19951.21
2310,2025-02-20 03:15:00,2025-02-20 04:45:00,Short,2936.54,2940.97,0.45,2940.97,Stop Loss,-199.49,19751.71
2311,2025-02-20 04:45:00,2025-02-20 06:45:00,Long,2940.98,2939.88,0.4,2936.09,Opposite Signal,-44.0,19707.71
2312,2025-02-20 06:45:00,2025-02-20 07:00:00,Short,2939.88,2943.03,0.51,2943.73,Opposite Signal,-160.65,19547.06
2313,2025-02-20 07:00:00,2025-02-20 09:30:00,Long (Partial 50%),2943.03,2951.18,0.24,2943.03,Partial TP 1:2,195.5,19742.56
2313,2025-02-20 07:00:00,2025-02-20 11:30:00,Long,2943.03,2951.51,0.25,2951.51,Stop Loss,211.88,19954.44
2314,2025-02-20 11:30:00,2025-02-20 12:00:00,Short,2950.55,2954.16,0.47,2954.78,Opposite Signal,-169.67,19784.77
2315,2025-02-20 12:00:00,2025-02-20 12:30:00,Long,2954.16,2949.84,0.46,2949.84,Stop Loss,-198.59,19586.18
2316,2025-02-20 13:00:00,2025-02-20 14:15:00,Short (Partial 50%),2951.13,2942.35,0.22,2951.13,Partial TP 1:2,193.07,19779.24
2316,2025-02-20 13:00:00,2025-02-20 14:45:00,Short,2951.13,2945.55,0.23,2947.97,Opposite Signal,128.34,19907.58
2317,2025-02-20 14:45:00,2025-02-20 15:30:00,Long,2945.55,2940.0,0.36,2940.0,Stop Loss,-199.76,19707.83
2318,2025-02-20 15:30:00,2025-02-20 16:00:00,Short (Partial 50%),2939.94,2926.76,0.15,2939.94,Partial TP 1:2,197.63,19905.45
2318,2025-02-20 15:30:00,2025-02-20 16:30:00,Short,2939.94,2934.75,0.15,2934.75,Stop Loss,77.88,19983.33
2319,2025-02-20 16:30:00,2025-02-20 19:45:00,Long,2939.25,2940.43,0.22,2930.47,Opposite Signal,25.96,20009.29
2320,2025-02-20 19:45:00,2025-02-20 23:15:00,Short,2940.43,2939.67,0.26,2947.84,Opposite Signal,19.76,20029.05
2321,2025-02-20 23:15:00,2025-02-21 02:15:00,Long,2939.67,2938.56,0.44,2935.15,Opposite Signal,-48.84,19980.21
2322,2025-02-21 02:15:00,2025-02-21 03:00:00,Short,2938.56,2942.68,0.48,2942.68,Stop Loss,-197.53,19782.69
2323,2025-02-21 03:00:00,2025-02-21 03:30:00,Long,2945.97,2941.47,0.44,2941.47,Stop Loss,-197.93,19584.76
2324,2025-02-21 03:30:00,2025-02-21 04:00:00,Short,2936.37,2938.32,0.34,2942.12,Opposite Signal,-66.3,19518.46
2325,2025-02-21 04:00:00,2025-02-21 05:00:00,Long,2938.32,2930.45,0.25,2930.45,Stop Loss,-196.67,19321.79
2326,2025-02-21 05:00:00,2025-02-21 09:00:00,Short,2932.59,2931.71,0.26,2940.12,Opposite Signal,22.88,19344.67
2327,2025-02-21 09:00:00,2025-02-21 10:00:00,Long,2931.71,2925.91,0.34,2925.91,Stop Loss,-197.04,19147.64
2328,2025-02-21 10:00:00,2025-02-21 10:45:00,Short,2923.83,2923.74,0.34,2929.71,Opposite Signal,3.06,19150.7
