Trade ID,Entry Time,Exit Time,Direction,Entry Price,Exit Price,Lots,SL at Exit,Exit Reason,PnL ($),Equity ($)
1169,2024-09-18 14:45:00,2024-09-18 16:00:00,Short,2577.39,2577.63,0.52,2581.23,Opposite Signal,-12.48,12880.0
1170,2024-09-18 16:00:00,2024-09-18 16:30:00,Long,2577.63,2573.76,0.51,2573.76,Stop Loss,-197.35,12682.65
1171,2024-09-18 16:30:00,2024-09-18 18:15:00,Short,2573.27,2572.5,0.45,2577.7,Opposite Signal,34.65,12717.3
1172,2024-09-18 18:15:00,2024-09-18 20:30:00,Long,2572.5,2571.01,0.39,2567.4,Opposite Signal,-58.11,12659.19
1173,2024-09-18 20:30:00,2024-09-18 21:00:00,Short,2571.01,2575.44,0.45,2575.44,Stop Loss,-199.19,12460.0
1174,2024-09-18 21:00:00,2024-09-18 21:30:00,Long,2588.56,2580.38,0.24,2580.38,Stop Loss,-196.24,12263.75
1175,2024-09-18 21:30:00,2024-09-18 22:00:00,Short (Partial 50%),2580.66,2558.15,0.08,2580.66,Partial TP 1:2,180.07,12443.83
1175,2024-09-18 21:30:00,2024-09-18 23:15:00,Short,2580.66,2558.84,0.09,2558.84,Stop Loss,196.34,12640.16
1176,2024-09-18 23:15:00,2024-09-19 04:00:00,Long,2559.52,2554.01,0.14,2545.58,Opposite Signal,-77.14,12563.02
1177,2024-09-19 04:00:00,2024-09-19 05:00:00,Short,2554.01,2559.29,0.33,2560.03,Opposite Signal,-174.24,12388.78
1178,2024-09-19 05:00:00,2024-09-19 08:30:00,Long (Partial 50%),2559.29,2571.66,0.16,2559.29,Partial TP 1:2,197.98,12586.76
1178,2024-09-19 05:00:00,2024-09-19 09:45:00,Long,2559.29,2573.91,0.16,2573.91,Stop Loss,233.93,12820.69
1179,2024-09-19 13:15:00,2024-09-19 14:45:00,Short,2588.41,2589.45,0.39,2593.51,Opposite Signal,-40.56,12780.13
1180,2024-09-19 14:45:00,2024-09-19 15:30:00,Long,2589.45,2584.61,0.41,2584.61,Stop Loss,-198.46,12581.67
1181,2024-09-19 15:30:00,2024-09-19 17:15:00,Short,2579.38,2580.2,0.34,2585.14,Opposite Signal,-27.88,12553.79
1182,2024-09-19 17:15:00,2024-09-19 22:15:00,Long,2580.2,2587.35,0.24,2572.0,Opposite Signal,171.6,12725.39
1183,2024-09-19 22:15:00,2024-09-20 03:30:00,Short,2587.35,2588.05,0.5,2591.29,Opposite Signal,-35.0,12690.39
1184,2024-09-20 03:30:00,2024-09-20 04:15:00,Long,2588.05,2586.06,1.0,2586.06,Stop Loss,-199.14,12491.25
1185,2024-09-20 04:15:00,2024-09-20 04:30:00,Short,2585.33,2587.64,0.86,2587.64,Stop Loss,-198.68,12292.57
1186,2024-09-20 04:30:00,2024-09-20 06:00:00,Long (Partial 50%),2587.86,2592.95,0.39,2587.86,Partial TP 1:2,198.57,12491.13
1186,2024-09-20 04:30:00,2024-09-20 10:45:00,Long,2587.86,2605.08,0.39,2605.08,Stop Loss,671.39,13162.52
1187,2024-09-20 12:00:00,2024-09-20 13:30:00,Short,2609.06,2610.31,0.46,2613.34,Opposite Signal,-57.5,13105.02
1188,2024-09-20 13:30:00,2024-09-20 15:15:00,Long (Partial 50%),2610.31,2618.84,0.23,2610.31,Partial TP 1:2,196.17,13301.19
1188,2024-09-20 13:30:00,2024-09-20 16:00:00,Long,2610.31,2613.55,0.23,2613.55,Stop Loss,74.55,13375.74
1189,2024-09-20 16:00:00,2024-09-20 17:15:00,Short,2609.61,2613.48,0.37,2615.0,Opposite Signal,-143.19,13232.55
1190,2024-09-20 17:15:00,2024-09-20 20:30:00,Long,2613.48,2620.12,0.28,2606.5,Opposite Signal,185.92,13418.47
1191,2024-09-20 20:30:00,2024-09-20 22:15:00,Short,2620.12,2623.17,0.33,2626.15,Opposite Signal,-100.65,13317.82
1192,2024-09-20 22:15:00,2024-09-20 23:15:00,Long,2623.17,2619.98,0.42,2618.48,Opposite Signal,-133.98,13183.84
1193,2024-09-20 23:15:00,2024-09-23 04:30:00,Short,2619.98,2621.04,0.51,2623.86,Opposite Signal,-54.06,13129.78
1194,2024-09-23 04:30:00,2024-09-23 06:00:00,Long (Partial 50%),2621.04,2627.79,0.29,2621.04,Partial TP 1:2,195.73,13325.51
1194,2024-09-23 04:30:00,2024-09-23 06:30:00,Long,2621.04,2628.16,0.3,2628.16,Stop Loss,213.59,13539.1
1195,2024-09-23 08:00:00,2024-09-23 10:00:00,Short (Partial 50%),2627.98,2620.82,0.27,2627.98,Partial TP 1:2,193.19,13732.29
1195,2024-09-23 08:00:00,2024-09-23 11:00:00,Short,2627.98,2618.24,0.28,2618.24,Stop Loss,272.78,14005.07
1196,2024-09-23 12:15:00,2024-09-23 15:45:00,Long (Partial 50%),2618.72,2627.54,0.22,2618.72,Partial TP 1:2,194.13,14199.2
1196,2024-09-23 12:15:00,2024-09-23 16:30:00,Long,2618.72,2626.6,0.23,2626.6,Stop Loss,181.33,14380.54
1197,2024-09-23 17:45:00,2024-09-23 23:45:00,Short,2630.39,2628.3,0.32,2636.51,Opposite Signal,66.88,14447.42
1198,2024-09-23 23:45:00,2024-09-24 02:00:00,Long,2628.3,2626.63,0.8,2625.81,Opposite Signal,-133.6,14313.82
1199,2024-09-24 02:00:00,2024-09-24 04:00:00,Short,2626.63,2628.78,0.92,2628.78,Stop Loss,-198.07,14115.75
1200,2024-09-24 04:00:00,2024-09-24 05:00:00,Long,2628.99,2627.53,0.8,2626.5,Opposite Signal,-116.8,13998.95
