date_entry,date_exit,direction,entry,sl,tp1,tp2,tp3,qty,risk_usd,sl_bucket,tp1_hit,tp2_hit,exit_reason,exit_price,pnl,r_multiple
2023-01-05 10:00:00+00:00,2023-01-06 17:00:00+00:00,SELL,1846.4,1857.192434543642,1835.607565456358,1830.2113481845372,1824.815130912716,9.2657,100.0,SL <= 15.0,True,True,SL,1857.192434543642,-100.0,-1.0
2023-01-12 14:00:00+00:00,2023-01-12 15:00:00+00:00,BUY,1887.44,1880.1723815348241,1894.707618465176,1898.341427697764,1901.975236930352,13.7597,100.0,SL <= 15.0,False,False,SL,1880.1723815348241,-100.0,-1.0
2023-01-16 03:00:00+00:00,2023-01-16 08:00:00+00:00,BUY,1924.18,1915.1857500640754,1933.1742499359248,1937.6713749038872,1942.1684998718495,11.1182,100.0,SL <= 15.0,False,False,SL,1915.1857500640754,-100.0,-1.0
2023-01-18 05:00:00+00:00,2023-01-18 10:00:00+00:00,SELL,1900.08,1911.6504150776145,1888.5095849223853,1882.724377383578,1876.9391698447707,8.6427,100.0,SL <= 15.0,False,False,SL,1911.6504150776145,-100.0,-1.0
2023-01-18 14:00:00+00:00,2023-01-18 18:00:00+00:00,BUY,1917.39,1906.4235953395778,1928.3564046604224,1933.8396069906335,1939.3228093208447,9.1188,100.0,SL <= 15.0,False,False,SL,1906.4235953395778,-100.0,-1.0
2023-01-19 16:00:00+00:00,2023-01-24 10:00:00+00:00,BUY,1917.48,1905.2723435178605,1929.6876564821396,1935.7914847232094,1941.8953129642791,8.1916,100.0,SL <= 15.0,True,True,TP3,1941.8953129642791,200.0,2.0
2023-01-25 20:00:00+00:00,2023-01-26 18:00:00+00:00,BUY,1940.01,1920.021218378816,1959.998781621184,1969.993172431776,1979.987563242368,5.0028,100.0,SL 15.0-30.0,False,False,SL,1920.021218378816,-100.0,-1.0
2023-01-31 06:00:00+00:00,2023-01-31 11:00:00+00:00,SELL,1920.16,1928.5122425954617,1911.8077574045385,1907.6316361068077,1903.455514809077,11.9728,100.0,SL <= 15.0,True,True,TP3,1903.455514809077,200.0,2.0
2023-01-31 17:00:00+00:00,2023-02-03 15:00:00+00:00,BUY,1928.59,1898.980307198969,1958.1996928010308,1973.0045392015463,1987.8093856020616,3.3773,100.0,SL 15.0-30.0,True,False,SL,1898.980307198969,-100.0,-1.0
2023-02-09 19:00:00+00:00,2023-02-17 10:00:00+00:00,SELL,1868.42,1892.1239558218274,1844.7160441781728,1832.8640662672592,1821.0120883563454,4.2187,100.0,SL 15.0-30.0,True,True,TP3,1821.0120883563454,200.0,2.0
2023-02-20 07:00:00+00:00,2023-02-21 09:00:00+00:00,BUY,1844.42,1836.8153155991436,1852.0246844008566,1855.8270266012848,1859.629368801713,13.1498,100.0,SL <= 15.0,False,False,SL,1836.8153155991436,-100.0,-1.0
2023-02-23 18:00:00+00:00,2023-03-01 06:00:00+00:00,SELL,1819.94,1831.549182701108,1808.330817298892,1802.526225948338,1796.721634597784,8.6139,100.0,SL <= 15.0,True,False,SL,1831.549182701108,-100.0,-1.0
2023-03-01 08:00:00+00:00,2023-03-03 21:00:00+00:00,BUY,1834.72,1826.3166740024822,1843.123325997518,1847.3249889962767,1851.5266519950358,11.9001,100.0,SL <= 15.0,True,True,TP3,1851.5266519950358,200.0,2.0
2023-03-06 20:00:00+00:00,2023-03-07 16:00:00+00:00,SELL,1847.06,1855.0799658745482,1839.0400341254517,1835.0300511881776,1831.0200682509035,12.4689,100.0,SL <= 15.0,True,True,TP3,1831.0200682509035,200.0,2.0
2023-03-10 14:00:00+00:00,2023-03-10 16:00:00+00:00,BUY,1836.65,1829.6078615663537,1843.6921384336465,1847.2132076504697,1850.734276867293,14.2002,100.0,SL <= 15.0,True,True,TP3,1850.734276867293,200.0,2.0
2023-03-13 15:00:00+00:00,2023-03-17 17:00:00+00:00,BUY,1899.35,1872.9014601039512,1925.7985398960486,1939.022809844073,1952.2470797920973,3.7809,100.0,SL 15.0-30.0,True,True,TP3,1952.2470797920973,200.0,2.0
2023-03-20 09:00:00+00:00,2023-03-20 17:00:00+00:00,BUY,1988.59,1966.8471300086767,2010.3328699913232,2021.2043049869849,2032.0757399826464,4.5992,100.0,SL 15.0-30.0,False,False,SL,1966.8471300086767,-100.0,-1.0
2023-03-24 20:00:00+00:00,2023-04-04 17:00:00+00:00,SELL,1979.75,2004.202301028486,1955.297698971514,1943.0715484572709,1930.8453979430278,4.0896,100.0,SL 15.0-30.0,True,False,SL,2004.202301028486,-100.0,-1.0
2023-04-05 10:00:00+00:00,2023-04-05 17:00:00+00:00,BUY,2025.39,2020.5624705979565,2030.2175294020437,2032.6312941030656,2035.0450588040874,20.7145,100.0,SL <= 5.0,True,False,SL,2020.5624705979565,-100.0,-1.0
2023-04-06 16:00:00+00:00,2023-04-12 15:00:00+00:00,SELL,2003.59,2022.5523345543227,1984.6276654456772,1975.1464981685158,1965.6653308913544,5.2736,100.0,SL 15.0-30.0,True,False,SL,2022.5523345543227,-100.0,-1.0
2023-04-14 17:00:00+00:00,2023-05-04 01:00:00+00:00,SELL,1998.49,2044.4800421598657,1952.4999578401344,1929.5049367602014,1906.5099156802687,2.1744,100.0,AVOID: SL > 30.0,False,False,SL,2044.4800421598657,-100.0,-1.0
2023-05-05 15:00:00+00:00,2023-05-10 15:00:00+00:00,SELL,2010.34,2043.7389548363672,1976.9410451636327,1960.2415677454492,1943.5420903272654,2.9941,100.0,AVOID: SL > 30.0,False,False,SL,2043.7389548363672,-100.0,-1.0
2023-05-12 05:00:00+00:00,2023-05-12 16:00:00+00:00,SELL,2010.74,2019.0682431059163,2002.4117568940837,1998.2476353411257,1994.0835137881675,12.0073,100.0,SL <= 15.0,True,False,SL,2019.0682431059163,-100.0,-1.0
2023-05-16 18:00:00+00:00,2023-05-18 17:00:00+00:00,SELL,1995.95,2016.320857485957,1975.579142514043,1965.3937137710645,1955.208285028086,4.909,100.0,SL 15.0-30.0,True,True,TP3,1955.208285028086,200.0,2.0
2023-05-23 03:00:00+00:00,2023-05-23 20:00:00+00:00,SELL,1967.29,1975.0398007513115,1959.5401992486884,1955.6652988730325,1951.7903984973768,12.9036,100.0,SL <= 15.0,True,True,SL,1975.0398007513115,-100.0,-1.0
2023-05-24 08:00:00+00:00,2023-05-24 09:00:00+00:00,BUY,1979.43,1971.554258097959,1987.305741902041,1991.2436128530617,1995.181483804082,12.6972,100.0,SL <= 15.0,False,False,SL,1971.554258097959,-100.0,-1.0
2023-05-24 17:00:00+00:00,2023-05-30 08:00:00+00:00,SELL,1969.46,1986.6762800321076,1952.2437199678925,1943.6355799518387,1935.027439935785,5.8085,100.0,SL 15.0-30.0,True,True,TP3,1935.027439935785,200.0,2.0
2023-05-31 16:00:00+00:00,2023-06-01 11:00:00+00:00,BUY,1969.68,1953.4693365067972,1985.890663493203,1993.9959952398044,2002.1013269864059,6.1688,100.0,SL 15.0-30.0,False,False,SL,1953.4693365067972,-100.0,-1.0
2023-06-01 14:00:00+00:00,2023-06-02 20:00:00+00:00,BUY,1967.89,1952.0806169313491,1983.699383068651,1991.6040746029767,1999.508766137302,6.3254,100.0,SL 15.0-30.0,False,False,SL,1952.0806169313491,-100.0,-1.0
2023-06-07 18:00:00+00:00,2023-06-09 15:00:00+00:00,SELL,1947.14,1971.7740379337256,1922.5059620662746,1910.188943099412,1897.871924132549,4.0594,100.0,SL 15.0-30.0,False,False,SL,1971.7740379337256,-100.0,-1.0
2023-06-12 04:00:00+00:00,2023-06-12 11:00:00+00:00,SELL,1955.91,1962.0988727652507,1949.7211272347495,1946.6266908521243,1943.5322544694989,16.158,100.0,SL <= 15.0,False,False,SL,1962.0988727652507,-100.0,-1.0
2023-06-16 09:00:00+00:00,2023-06-16 17:00:00+00:00,BUY,1960.9,1953.347622438013,1968.452377561987,1972.2285663429807,1976.004755123974,13.2409,100.0,SL <= 15.0,False,False,SL,1953.347622438013,-100.0,-1.0
