Trade ID,Entry Time,Exit Time,Direction,Entry Price,Exit Price,Lots,SL,Exit Reason,PnL ($),Equity ($)
33,2026-01-08 10:35:00,2026-01-08 10:50:00,Short,4421.09,4428.27,0.27,4428.27,Stop Loss,-193.93,103182.54
34,2026-01-08 14:35:00,2026-01-08 15:05:00,Long,4428.13,4420.93,0.27,4420.93,Stop Loss,-194.4,102988.13
35,2026-01-08 20:35:00,2026-01-08 22:00:00,Short,4449.32,4455.49,0.32,4455.49,Stop Loss,-197.49,102790.64
36,2026-01-08 22:00:00,2026-01-09 02:25:00,Long,4458.1,4465.85,0.4,4453.16,Opposite Signal,310.0,103100.64
37,2026-01-09 02:25:00,2026-01-09 03:50:00,Short,4465.85,4467.16,0.42,4470.57,Opposite Signal,-55.02,103045.62
38,2026-01-09 03:50:00,2026-01-09 05:30:00,Long,4467.16,4460.6,0.3,4460.6,Stop Loss,-196.85,102848.78
39,2026-01-09 06:15:00,2026-01-09 06:55:00,Short,4461.11,4465.96,0.41,4465.96,Stop Loss,-198.89,102649.89
40,2026-01-09 07:30:00,2026-01-09 07:45:00,Long,4470.89,4465.66,0.38,4465.66,Stop Loss,-198.61,102451.28
41,2026-01-09 14:25:00,2026-01-09 15:05:00,Short,4467.85,4472.27,0.45,4472.27,Stop Loss,-198.79,102252.48
42,2026-01-09 15:30:00,2026-01-09 19:50:00,Long,4486.91,4487.38,0.21,4477.69,Opposite Signal,9.87,102262.35
43,2026-01-09 19:50:00,2026-01-09 20:30:00,Short,4487.38,4495.97,0.23,4495.97,Stop Loss,-197.57,102064.78
44,2026-01-09 20:35:00,2026-01-09 20:50:00,Long,4503.77,4495.36,0.23,4495.36,Stop Loss,-193.33,101871.46
45,2026-01-12 03:15:00,2026-01-12 07:35:00,Short,4574.83,4577.95,0.15,4588.13,Opposite Signal,-46.8,101824.66
46,2026-01-12 07:35:00,2026-01-12 08:10:00,Long,4577.95,4571.93,0.33,4571.93,Stop Loss,-198.6,101626.06
47,2026-01-12 13:25:00,2026-01-12 13:40:00,Short,4585.07,4590.53,0.36,4590.53,Stop Loss,-196.43,101429.62
48,2026-01-12 15:00:00,2026-01-12 16:00:00,Long,4596.08,4600.27,0.36,4590.67,Opposite Signal,150.84,101580.46
49,2026-01-12 16:00:00,2026-01-12 16:35:00,Short,4600.27,4609.05,0.22,4609.05,Stop Loss,-193.26,101387.2
50,2026-01-12 16:35:00,2026-01-12 16:45:00,Long,4610.73,4598.59,0.16,4598.59,Stop Loss,-194.18,101193.02
51,2026-01-12 20:10:00,2026-01-12 21:25:00,Short,4608.43,4615.5,0.28,4615.5,Stop Loss,-197.92,100995.1
52,2026-01-13 01:55:00,2026-01-13 02:20:00,Long,4599.4,4591.19,0.24,4591.19,Stop Loss,-196.96,100798.14
53,2026-01-13 03:25:00,2026-01-13 04:05:00,Short,4581.74,4590.32,0.23,4590.32,Stop Loss,-197.42,100600.72
54,2026-01-13 05:00:00,2026-01-13 07:30:00,Long,4595.21,4588.14,0.28,4588.14,Stop Loss,-197.9,100402.82
55,2026-01-13 07:30:00,2026-01-13 10:20:00,Short,4590.94,4589.38,0.34,4596.72,Opposite Signal,53.04,100455.86
56,2026-01-13 10:20:00,2026-01-13 12:00:00,Long,4589.38,4583.54,0.34,4583.54,Stop Loss,-198.42,100257.44
57,2026-01-13 12:00:00,2026-01-13 12:40:00,Short,4582.9,4587.8,0.4,4587.8,Stop Loss,-196.07,100061.37
58,2026-01-13 14:45:00,2026-01-13 17:15:00,Long,4589.9,4606.9,0.43,4585.25,Opposite Signal,731.0,100792.37
59,2026-01-13 17:15:00,2026-01-13 17:55:00,Short,4606.9,4619.47,0.15,4619.47,Stop Loss,-188.61,100603.76
60,2026-01-14 01:00:00,2026-01-14 07:55:00,Long,4591.8,4619.55,0.3,4585.21,Opposite Signal,832.5,101436.26
61,2026-01-14 07:55:00,2026-01-14 08:05:00,Short,4619.55,4626.76,0.27,4626.76,Stop Loss,-194.73,101241.53
62,2026-01-14 08:20:00,2026-01-14 08:30:00,Long,4634.68,4626.93,0.25,4626.93,Stop Loss,-193.69,101047.85
63,2026-01-14 11:40:00,2026-01-14 12:15:00,Short,4627.59,4632.97,0.37,4632.97,Stop Loss,-199.14,100848.7
64,2026-01-14 14:20:00,2026-01-14 15:00:00,Long,4638.62,4633.0,0.35,4633.0,Stop Loss,-196.69,100652.02
65,2026-01-14 16:35:00,2026-01-14 20:10:00,Short,4618.62,4623.69,0.23,4627.17,Opposite Signal,-116.61,100535.41
66,2026-01-14 20:10:00,2026-01-14 23:10:00,Long,4623.69,4624.48,0.23,4615.03,Opposite Signal,18.17,100553.58
67,2026-01-14 23:10:00,2026-01-15 01:00:00,Short,4624.48,4632.32,0.25,4632.32,Stop Loss,-195.89,100357.69
68,2026-01-15 04:10:00,2026-01-15 04:45:00,Long,4613.98,4603.86,0.19,4603.86,Stop Loss,-192.37,100165.32
69,2026-01-15 05:10:00,2026-01-15 08:05:00,Short,4591.41,4601.4,0.2,4601.4,Stop Loss,-199.9,99965.42
70,2026-01-15 08:05:00,2026-01-15 14:50:00,Long,4604.55,4612.79,0.23,4595.94,Opposite Signal,189.52,100154.94
71,2026-01-15 14:50:00,2026-01-15 16:20:00,Short,4612.79,4603.56,0.47,4617.02,Opposite Signal,433.81,100588.75
72,2026-01-15 16:20:00,2026-01-15 18:45:00,Long,4603.56,4603.52,0.22,4594.74,Opposite Signal,-0.88,100587.87
73,2026-01-15 18:45:00,2026-01-15 19:15:00,Short,4603.52,4611.82,0.24,4611.82,Stop Loss,-199.14,100388.73
74,2026-01-15 20:00:00,2026-01-15 21:55:00,Long,4619.0,4613.05,0.33,4613.05,Stop Loss,-196.36,100192.37
75,2026-01-15 22:05:00,2026-01-15 23:05:00,Short,4605.78,4610.81,0.39,4610.81,Stop Loss,-196.32,99996.05
76,2026-01-15 23:15:00,2026-01-16 01:25:00,Long,4613.67,4608.99,0.35,4608.11,Opposite Signal,-163.8,99832.25
77,2026-01-16 01:25:00,2026-01-16 07:40:00,Short,4608.99,4606.75,0.41,4613.78,Opposite Signal,91.84,99924.09
78,2026-01-16 07:40:00,2026-01-16 08:40:00,Long,4606.75,4602.26,0.44,4602.26,Stop Loss,-197.68,99726.41
79,2026-01-16 08:40:00,2026-01-16 09:05:00,Short,4596.05,4602.06,0.33,4602.06,Stop Loss,-198.27,99528.14
80,2026-01-16 09:10:00,2026-01-16 09:30:00,Long,4609.94,4603.61,0.31,4603.61,Stop Loss,-196.15,99331.98
81,2026-01-16 12:55:00,2026-01-16 13:10:00,Short,4600.18,4604.85,0.42,4604.85,Stop Loss,-196.05,99135.93
82,2026-01-16 13:20:00,2026-01-16 14:20:00,Long,4609.8,4605.79,0.4,4604.89,Opposite Signal,-160.4,98975.53
83,2026-01-16 14:20:00,2026-01-16 15:45:00,Short,4605.79,4601.78,0.41,4610.6,Opposite Signal,164.41,99139.94
